course_key;xblock_id;videofront_key;uuid
course/ubordeaux/28007;8f148f9908da45cfa32a8a9953fc43dc;videos/8oL1ZbohFe0B/HD.mp4;466b62fc-5c96-4265-988e-560f93b40aee
course/ubordeaux/28007;3371e3b6e9e14a3b9fb56218aa938993;videos/RPkbM2TSwmji/HD.mp4;2a860655-341f-4453-b7dc-5283a6deffdc
course/ubordeaux/28007;7f4363aa04f84eef9b3dfb83d2d99e92;videos/r9SXk4oxFt2Y/HD.mp4;23e5098a-c2a9-4ce3-af39-f72aabccff2d
course/ubordeaux/28007;dd4c98fd78c34503ba7f35dea259e90c;videos/Mnnxg78qh3FI/HD.mp4;d514df0b-6bfe-4ba7-8058-dc789e4ea845
course/ubordeaux/28007;f43e8e009c9543bbaa35e81aa7507b4c;videos/9CPQ5nwGE5bt/HD.mp4;a255e431-67ce-499b-ab73-70e147080fac
course/ubordeaux/28007;c22324f28d7449b498c5999fe84961a5;videos/9lVOgVZOLs0V/HD.mp4;e2b69705-1b5d-4853-96e2-f4aa961cb7a8
course/ubordeaux/28007;0d4d55a8911c413396e56dcc9f63dd3a;videos/snsIt0s2Z1Xu/HD.mp4;154b3dbf-db6c-429e-8581-940a4cfb43ea
course/ubordeaux/28007;cf893b6e4c2b45569c96f584f3082dbb;videos/I7gpGxIrbY0j/HD.mp4;c8b3d420-d454-4dda-8afc-7a676c3696a5
course/ubordeaux/28007;3763a532f5ee4fec919ab89327e3ea23;videos/skxW2MWkQwEO/HD.mp4;bc000be8-fa25-496a-ad07-8c4fda74a3ac
course/ubordeaux/28007;7fea82ae495c4ea584addee8364c01c5;videos/lBmBSH8a2KDv/HD.mp4;3e2296ba-cc9d-4c12-b8f3-81a90f64f467
course/ubordeaux/28007;663d73c04a694032ba2b935bec69e88e;videos/2peOCZv12pQb/HD.mp4;acd69973-1a56-4882-b0f3-e16e777c685e
course/ubordeaux/28007;4d7b31f2c8de43b1a97d5945b820ec92;videos/37H05Gv1PtKD/HD.mp4;35b6f0e0-8f1e-4de3-8e31-7fdb0ebc5e1d
course/ubordeaux/28007;d5427f68cea44928915af496bb48de71;videos/x0bK9iPqFvvN/HD.mp4;95b27980-b3d4-4dbd-bf22-6fd8a0cc042a
course/ubordeaux/28007;beb101d7768e433e9028dbed5119c572;videos/CncNfkx68REl/HD.mp4;e6d8e8a8-a23c-43db-a460-14fa150b85dd
course/ubordeaux/28007;35208116c29a424caada70c2eed0d584;videos/Otp5avdECwmX/HD.mp4;838b7d36-4e1f-4129-84c1-8ea4dd070e3c
course/ubordeaux/28007;a97580de179d49bfa9c56dd5af1c686a;videos/S8MvTW45Uxsv/HD.mp4;588e8364-cfe9-475c-b3f5-4ec6bf202698
course/ubordeaux/28007;4057266eec78491bb83ea3fe585821e6;videos/w7H4gbZBLn7R/HD.mp4;f85a6e64-93a2-4088-ade4-6a0bb52de925
course/ubordeaux/28007;78aecc0074d14ee1814562468b4f2b19;videos/R6L6Xfy3AIEJ/HD.mp4;7b6ed046-fff1-465d-952f-083f526351fa
course/ubordeaux/28007;2fb4d16c68824fe8bef32b594e7f1830;videos/pfpkgSJeWMIw/HD.mp4;fb434fa3-e9d8-454d-83b4-1d540ff143db
course/ubordeaux/28007;e6bfa16143c84cca9a2b249896cbebce;videos/jPMrleATYMgt/HD.mp4;67ad977c-3188-4a88-ae61-e4f6a7c1aea9
course/ubordeaux/28007;424850ee7b1f4d8c8029c2308faaef1a;videos/jx0xeYf4rZCV/HD.mp4;9069b9bc-4428-44fb-8078-05b4b6c59b0e
course/ubordeaux/28007;812899670d8b4f9c8237cac47fb5b9f0;videos/3yVuDG9PwQ3n/HD.mp4;d1f3328c-7a7d-4e77-bc4e-7f5ab9aa1d86
course/ubordeaux/28007;d8766ad85e3641a89c965d4c6656b6fd;videos/ftp0HpB0mPrv/HD.mp4;5c5602e5-4bb5-4d23-86af-3a0ddfd6dd95
course/ubordeaux/28007;3e189f95904c4b2c91f68936f0d820ab;videos/Fdc6Doy55h8l/HD.mp4;e0c87660-52a7-43b1-9264-68b5f16fd587
course/ubordeaux/28007;2ec1c14e64224ec9a07c807d356aa5a5;videos/O35DjE0ay8ej/HD.mp4;abf51133-7cd0-4887-9ec3-5de5f403c88a
course/ubordeaux/28007;6fabb978e1bb403fb8b52ebe12512f87;videos/PbjZeaHpneys/HD.mp4;9f2d83ad-fa99-4f72-9dd7-49b5643f1e41
course/ubordeaux/28007;e7b750aa70cd4437bd7def855466beac;videos/0KNBY9JGRuyq/HD.mp4;6e290ba7-e625-43b9-ae09-90f6c8ded275
course/ubordeaux/28007;5dba372ce3a4444281fc4788997ddd4a;videos/fNZC8xhtzoKb/HD.mp4;0307b36a-0cd1-44c1-ba6f-2645a2909d1e
course/ubordeaux/28007;0a88adf74d524b9a8d284bba62385d65;videos/aBipedha5klh/HD.mp4;b86144e2-0875-4410-8759-5f36f05f7f94
course/ubordeaux/28007;dc1797894aec414a99125cff288f1b47;videos/embXIT1cZjFL/HD.mp4;3f0eb6ae-e32c-4922-8156-f0c8c4e4cc65
course/ubordeaux/28007;5904234aafae485e89b96532ed584af9;videos/Y6WY4q6YbwQ4/HD.mp4;669fc831-ff05-476c-8768-1b0c1e061d2a
course/ubordeaux/28007;008a21e8effb499188c6f6469b5508a6;videos/FBXHApGVPcKi/HD.mp4;1a38de3e-1cc8-4440-aef9-463c108b0807
course/ubordeaux/28007;51bc06ff849a46048e5801322c00d139;videos/EO66Gf9ZuKPL/HD.mp4;671b256e-857f-48bb-899d-406637bbdea9
course/ubordeaux/28007;15a4a8654aab42f6ae2809082e01960d;videos/5aCmwmMOS67I/HD.mp4;4fc4eda1-0382-42c9-a7a8-da0145b7f4ea
course/ubordeaux/28007;55ef5cf5e8d04d6aab8536c87ac5c166;videos/YzBs6Q2S5PEU/HD.mp4;a8830b8f-d46d-4149-ba12-7a0d546820a4
course/ubordeaux/28007;dccf737add204a9493776bb98675d84c;videos/iB5Jg48paDFu/HD.mp4;b632dcde-30f2-4982-b163-025fb54616e5
course/ubordeaux/28007;34a59d6b0bbf42c492e7d88cd8298f56;videos/XmGalCkK3FSy/HD.mp4;6072d099-568c-4a30-bc51-c30f64439b53
course/ubordeaux/28007;047993d6860543c3b8c600c7f0230aab;videos/1RMukSAJRiEJ/HD.mp4;9c32f0ba-1955-463e-a186-4ab458b4a1e3
course/ubordeaux/28007;c4ee781900c24cbfaa9cef7f787d593e;videos/UxDf1VJjj5Es/HD.mp4;334d27c1-3b2d-4b44-9973-61ae97c823d3
course/ubordeaux/28007;32d7eb566a3f41d780e9726b617e367a;videos/Aqzp7dekFzei/HD.mp4;654d5b17-791f-469f-9bc0-c5962c7827a9
course/ubordeaux/28007;e7238bff712c47b88974d396a56aad98;videos/QxrxGQWDtPmj/HD.mp4;d25cbd67-8129-43b0-8748-967550830aa1
course/ubordeaux/28007;420e013217dd44f88dc0201a6963675b;videos/rGGWXDprsKZb/HD.mp4;62d278f4-c9a6-4579-a8df-d071b0ccaa3b
course/ubordeaux/28007;fc5cb06cf82b433ba8459f4b7c7e95ea;videos/Il8WJPkvGqpc/HD.mp4;4762ec8a-35b3-4aac-90e0-a63a6eb9e730
course/ubordeaux/28007;7e7b30611c6a46e180ed2b4dad211499;videos/hOOD2HXaSBSg/HD.mp4;b19f4895-2eb0-4342-b7f6-04bade439e31
course/ubordeaux/28007;89ad4ff1b9f140bca33fef4702b92067;videos/F8VZPHkxhQCh/HD.mp4;49ae2a19-50e9-421d-839d-f9eae89befc0
course/ubordeaux/28007;dc0a94bf8eb8439ab523f8078d711aa0;videos/kL8yIJaxdDKZ/HD.mp4;b86f4218-344f-4734-9060-d83e4378069c
course/ubordeaux/28007;a51fecec0b6843259ba669c548145f40;videos/5nb1ODAzR2YZ/HD.mp4;9f5982c0-f4cb-47e6-bb42-22b40395b519
